EncuestaID,RangoEdad,Genero,Departamento,Municipio,Ocupacion
1097,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado
1098,18 - 24 Años,Femenino,Escuintla,Palín,Estudiante
1099,25 - 34 Años,Masculino,Chimaltenango,,Empleado Privado
1100,45 - 54 Años,Femenino,Quiché,Quiché,Empleado Público
1101,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empresario
1102,25 - 34 Años,Masculino,Chimaltenango,Chimaltenango,Estudiante
1103,18 - 24 Años,Masculino,Escuintla,Palín,Estudiante
1104,45 - 54 Años,Femenino,Sacatepéquez,Jocotenango,Empleado Privado
1105,25 - 34 Años,Masculino,Santa Rosa,Otro Municipio,Empleado Público
1106,35 - 44 Años,Masculino,Guatemala,Guatemala,No Indicado
1107,45 - 54 Años,Femenino,Chimaltenango,Tecpán Guatemala,Estudiante
2199,45 - 54 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante
1109,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
1110,45 - 54 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
1111,Menos De 18 Años,Femenino,Guatemala,Guatemala,Profesional Independiente
1112,35 - 44 Años,Masculino,Guatemala,,Comerciante
1113,25 - 34 Años,Femenino,Guatemala,Guatemala,Empleado Público
1114,18 - 24 Años,Masculino,Quetzaltenango,Coatepeque,Empresario
1115,18 - 24 Años,Masculino,Guatemala,Mixco,Profesional Independiente
558,18 - 24 Años,Femenino,Jutiapa,Otro Municipio,Empleado Privado
1117,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Empleado Público
1118,25 - 34 Años,Masculino,Guatemala,Mixco,Otro
1119,35 - 44 Años,Masculino,Chimaltenango,Chimaltenango,Comerciante
1120,18 - 24 Años,Femenino,Guatemala,Mixco,Empleado Público
1121,Menos De 18 Años,Masculino,Jalapa,Otro Municipio,Empleado Público
1122,45 - 54 Años,Masculino,Quetzaltenango,Quetzaltenango,Estudiante
1123,18 - 24 Años,Femenino,Escuintla,Escuintla,Empleado Privado
1124,25 - 34 Años,Masculino,Chimaltenango,Patzún,Estudiante
1125,35 - 44 Años,Masculino,Guatemala,Mixco,Estudiante
1126,18 - 24 Años,Masculino,Escuintla,Escuintla,Estudiante
1127,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado
373,25 - 34 Años,Femenino,Guatemala,Mixco,Comerciante
1129,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Profesional Independiente
1130,45 - 54 Años,Masculino,Guatemala,Mixco,Otro
1131,35 - 44 Años,Masculino,Quetzaltenango,Quetzaltenango,Empresario
1132,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
1133,25 - 34 Años,Masculino,Suchitepéquez,Otro Municipio,Empleado Público
1134,35 - 44 Años,Femenino,Escuintla,Escuintla,Comerciante
1135,25 - 34 Años,Femenino,Huehuetenango,Huehuetenango,Jubilado
1136,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
1137,25 - 34 Años,Femenino,Guatemala,Mixco,No Indicado
1138,35 - 44 Años,Masculino,Chimaltenango,Chimaltenango,Jubilado
1139,45 - 54 Años,Masculino,Santa Rosa,Otro Municipio,Empresario
1140,25 - 34 Años,Masculino,Escuintla,Escuintla,Empresario
1141,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1142,Menos De 18 Años,Masculino,Chimaltenango,Chimaltenango,Estudiante
1143,18 - 24 Años,Masculino,Jalapa,Otro Municipio,Profesional Independiente
1144,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
1145,18 - 24 Años,Femenino,Chiquimula,Chiquimula,Empleado Privado
1146,25 - 34 Años,Femenino,Izabal,Otro Municipio,Empleado Privado
1147,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,No Indicado
1148,25 - 34 Años,Femenino,Alta Verapaz,Alta Verapaz,Empleado Privado
1149,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Público
1150,35 - 44 Años,Masculino,Guatemala,Mixco,Profesional Independiente
1151,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Olintepeque,Empleado Público
1152,25 - 34 Años,Femenino,Escuintla,Palín,Empleado Privado
1153,55 Años O Más,Femenino,Guatemala,Mixco,Empleado Privado
1154,25 - 34 Años,Femenino,Izabal,Cabecera Municipal,Empleado Privado
1155,25 - 34 Años,Masculino,Alta Verapaz,Cabecera Municipal,Comerciante
1156,25 - 34 Años,Femenino,Guatemala,Mixco,Empresario
1157,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
1158,55 Años O Más,Masculino,Escuintla,Escuintla,Estudiante
1159,18 - 24 Años,Femenino,Sacatepéquez,Jocotenango,Empleado Privado
1160,18 - 24 Años,Femenino,Alta Verapaz,Otro Municipio,Ama De Casa
1161,35 - 44 Años,Masculino,Guatemala,Guatemala,Comerciante
1162,25 - 34 Años,Prefiero No Indicarlo,Guatemala,Santa Catarina Pinula,Profesional Independiente
1163,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado
1164,18 - 24 Años,Femenino,Zacapa,Zacapa,Ama De Casa
1165,Menos De 18 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
1166,25 - 34 Años,Femenino,Quiché,Quiché,Empleado Privado
1167,35 - 44 Años,Masculino,Baja Verapaz,Otro Municipio,Estudiante
1168,Menos De 18 Años,Prefiero No Indicarlo,Guatemala,Villa Nueva,Empleado Público
1169,Menos De 18 Años,Masculino,Alta Verapaz,Otro Municipio,Empleado Privado
1170,35 - 44 Años,Femenino,Chimaltenango,Chimaltenango,Empleado Privado
1171,35 - 44 Años,Masculino,Baja Verapaz,Otro Municipio,Comerciante
1172,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Profesional Independiente
1173,18 - 24 Años,Femenino,Chimaltenango,Patzún,Profesional Independiente
1174,18 - 24 Años,Femenino,Retalhuleu,Cabecera Municipal,Estudiante
1175,35 - 44 Años,Femenino,Escuintla,Palín,Empresario
1176,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Jubilado
1177,18 - 24 Años,Masculino,Izabal,Cabecera Municipal,Empleado Privado
1178,35 - 44 Años,Femenino,Guatemala,Guatemala,Empleado Público
1179,25 - 34 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
1180,45 - 54 Años,Masculino,Sacatepéquez,Antigua Guatemala,Otro
1181,18 - 24 Años,Femenino,Sacatepéquez,Jocotenango,Empleado Público
1182,45 - 54 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1183,55 Años O Más,Femenino,Sacatepéquez,Sumpango,Estudiante
1184,25 - 34 Años,Masculino,Jutiapa,Otro Municipio,Empleado Privado
1185,25 - 34 Años,Masculino,Petén,Flores,Ama De Casa
1186,35 - 44 Años,Femenino,Quetzaltenango,Quetzaltenango,Comerciante
1187,35 - 44 Años,Masculino,Santa Rosa,Otro Municipio,Empleado Público
1481,25 - 34 Años,Masculino,El Progreso,Otro Municipio,Empresario
1189,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Público
1190,18 - 24 Años,Masculino,Alta Verapaz,Cabecera Municipal,Empleado Público
1191,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Jubilado
1192,55 Años O Más,Femenino,Guatemala,Guatemala,Empleado Privado
1193,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado
1194,35 - 44 Años,Femenino,Retalhuleu,Otro Municipio,Empresario
1195,Menos De 18 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
1196,Menos De 18 Años,Masculino,Guatemala,Mixco,Empleado Privado
1197,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante
1198,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1199,45 - 54 Años,Masculino,Quetzaltenango,Quetzaltenango,Profesional Independiente
1200,45 - 54 Años,Femenino,Izabal,Cabecera Municipal,Profesional Independiente
1201,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Estudiante
1202,Menos De 18 Años,Femenino,Chimaltenango,Patzún,Estudiante
1203,18 - 24 Años,Femenino,Quetzaltenango,Olintepeque,Ama De Casa
1204,Menos De 18 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1205,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1206,35 - 44 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante
1207,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1208,25 - 34 Años,Femenino,Guatemala,Guatemala,Profesional Independiente
1209,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Estudiante
1210,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Empresario
1211,18 - 24 Años,Femenino,Petén,Flores,Comerciante
1212,55 Años O Más,Masculino,Guatemala,Villa Nueva,Comerciante
1213,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Estudiante
1214,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante
1215,18 - 24 Años,Femenino,Guatemala,Guatemala,Profesional Independiente
1216,18 - 24 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Ama De Casa
1217,25 - 34 Años,Femenino,San Marcos,Cabecera Municipal,Jubilado
1218,45 - 54 Años,Masculino,Escuintla,Palín,Empleado Privado
1219,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Jubilado
1220,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Comerciante
1221,55 Años O Más,Femenino,Guatemala,Guatemala,Empleado Privado
1222,Menos De 18 Años,Masculino,Retalhuleu,Cabecera Municipal,Jubilado
1223,Menos De 18 Años,Femenino,Guate,Guatemala,Estudiante
1224,18 - 24 Años,Femenino,Guatemala,Mixco,Empleado Privado
1225,55 Años O Más,Masculino,Guatemala,Mixco,Empleado Privado
1226,25 - 34 Años,Femenino,Izabal,Cabecera Municipal,Jubilado
1227,55 Años O Más,Masculino,Izabal,Otro Municipio,Profesional Independiente
1228,35 - 44 Años,Masculino,Quetzaltenango,Olintepeque,Estudiante
1229,55 Años O Más,Masculino,Sacatepéquez,Jocotenango,Comerciante
1230,55 Años O Más,Femenino,Jutiapa,Cabecera Municipal,Empleado Privado
1231,35 - 44 Años,Masculino,Guatemala,Guatemala,Empleado Privado
1232,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Estudiante
1233,35 - 44 Años,Masculino,Quetzaltenango,Quetzaltenango,Empresario
1234,35 - 44 Años,Masculino,Guatemala,Mixco,Ama De Casa
1235,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Público
1236,45 - 54 Años,Masculino,Guatemala,Guatemala,Jubilado
1237,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
1238,35 - 44 Años,Masculino,Sacatepéquez,Ciudad Vieja,Otro
1239,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado
1240,25 - 34 Años,Femenino,Guatemala,Guatemala,Estudiante
1241,55 Años O Más,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
1242,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
1243,25 - 34 Años,Masculino,Guatemala,,Estudiante
1244,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público
1245,18 - 24 Años,Femenino,Escuintla,Palín,Estudiante
1246,Menos De 18 Años,Femenino,Sacatepéquez,,Empleado Público
1247,Menos De 18 Años,Masculino,Izabal,Cabecera Municipal,Empleado Privado
1248,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Privado
1249,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
1250,45 - 54 Años,Prefiero No Indicarlo,Jalapa,Otro Municipio,Estudiante
1251,25 - 34 Años,Femenino,Quiché,Otro Municipio,Empleado Privado
1252,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Ama De Casa
1253,18 - 24 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empresario
1254,35 - 44 Años,Masculino,Guatemala,Mixco,Estudiante
1255,35 - 44 Años,Femenino,El Progreso,El Progreso,Empleado Privado
1256,55 Años O Más,Femenino,Guatemala,Villa Nueva,Empleado Público
1257,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Profesional Independiente
1258,35 - 44 Años,Masculino,Quiché,Cabecera Municipal,Estudiante
1259,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empresario
1260,Menos De 18 Años,Femenino,Totonicapán,Otro Municipio,Empleado Privado
1261,25 - 34 Años,Femenino,Petén,San Benito,Comerciante
1262,35 - 44 Años,Masculino,Petén,Flores,Empleado Privado
1263,25 - 34 Años,Masculino,Guatemala,Mixco,Jubilado
1264,18 - 24 Años,Masculino,Totonicapán,Totonicapán,Empresario
1265,35 - 44 Años,Femenino,Quetzaltenango,Olintepeque,Comerciante
1266,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empresario
1267,25 - 34 Años,Femenino,Chimaltenango,Patzún,Estudiante
1268,45 - 54 Años,Femenino,Sacatepéquez,Sumpango,Empleado Privado
1269,45 - 54 Años,Femenino,Quetzaltenango,Coatepeque,Empresario
1270,25 - 34 Años,Femenino,Santa Rosa,Cabecera Municipal,Profesional Independiente
1271,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante
1864,Menos De 18 Años,Masculino,Sacatepéquez,Ciudad Vieja,Ama De Casa
1273,25 - 34 Años,Masculino,San Marcos,San Marcos,Empleado Privado
1274,45 - 54 Años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Privado
1275,18 - 24 Años,Masculino,Jalapa,Cabecera Municipal,Ama De Casa
1276,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
1277,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
1278,25 - 34 Años,Femenino,Escuintla,Escuintla,Empleado Privado
1279,45 - 54 Años,Femenino,Sacatepéquez,Antigua Guatemala,Estudiante
1280,Menos De 18 Años,Femenino,Izabal,Otro Municipio,Profesional Independiente
1281,35 - 44 Años,Masculino,Guatemala,Guatemala,Empresario
1282,18 - 24 Años,Femenino,Guatemala,,Empleado Privado
1283,18 - 24 Años,Masculino,Huehuetenango,Otro Municipio,Empleado Privado
1284,55 Años O Más,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
1285,35 - 44 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
1286,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Estudiante
1287,35 - 44 Años,Femenino,Alta Verapaz,,Empleado Privado
1288,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Ama De Casa
1289,45 - 54 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado
1290,25 - 34 Años,Femenino,Guatemala,Mixco,Comerciante
1291,Menos De 18 Años,Femenino,Petén,,Profesional Independiente
1292,25 - 34 Años,Masculino,Quetzaltenango,Olintepeque,Profesional Independiente
1293,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
1294,35 - 44 Años,Femenino,Escuintla,Escuintla,Empleado Privado
1295,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
1296,55 Años O Más,Masculino,Quetzaltenango,Quetzaltenango,Comerciante
1297,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Ama De Casa
1298,45 - 54 Años,Femenino,Alta Verapaz,Cabecera Municipal,Empleado Privado
1299,45 - 54 Años,Masculino,Chimaltenango,Tecpán Guatemala,Estudiante
1300,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Estudiante
1301,18 - 24 Años,Masculino,Guatemala,Guatemala,Ama De Casa
1302,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1303,25 - 34 Años,Femenino,El Progreso,Cabecera Municipal,Ama De Casa
1304,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Estudiante
1305,18 - 24 Años,Masculino,Guatemala,Mixco,Estudiante
1306,35 - 44 Años,Femenino,Chimaltenango,Tecpán Guatemala,Estudiante
1307,25 - 34 Años,Femenino,Alta Verapaz,Cabecera Municipal,Empleado Privado
1308,18 - 24 Años,Masculino,Petén,Poptún,Otro
1309,45 - 54 Años,Masculino,Baja Verapaz,Cabecera Municipal,Profesional Independiente
1310,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Villa Nueva,Empleado Privado
1311,18 - 24 Años,Femenino,Guate,San Miguel Petapa,Empleado Privado
1312,25 - 34 Años,Masculino,Guatemala,Guatemala,Estudiante
1313,Menos De 18 Años,Masculino,Guatemala,Guatemala,Empleado Público
1314,Menos De 18 Años,Masculino,Quetzaltenango,Quetzaltenango,Otro
1315,18 - 24 Años,Masculino,Escuintla,Escuintla,Empresario
1316,35 - 44 Años,Femenino,Guatemala,Mixco,Comerciante
1317,18 - 24 Años,Femenino,Retalhuleu,Cabecera Municipal,Empleado Público
1318,25 - 34 Años,Femenino,Guatemala,Mixco,Estudiante
2405,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
1320,45 - 54 Años,Femenino,Guatemala,San Miguel Petapa,No Indicado
1321,55 Años O Más,Femenino,Sacatepéquez,Antigua Guatemala,No Indicado
1322,18 - 24 Años,Masculino,Escuintla,Palín,Comerciante
1323,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Otro
1324,45 - 54 Años,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado
1325,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Profesional Independiente
1326,Menos De 18 Años,Femenino,Guatemala,Mixco,Estudiante
1327,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante
1328,45 - 54 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1329,Menos De 18 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
1330,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Empleado Privado
1331,35 - 44 Años,Femenino,Chiquimula,Chiquimula,Empleado Privado
1332,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1333,35 - 44 Años,Masculino,Santa Rosa,Cabecera Municipal,Empleado Privado
1334,55 Años O Más,Masculino,Sacatepéquez,Jocotenango,Comerciante
1335,45 - 54 Años,Femenino,Quetzaltenango,Olintepeque,Empresario
1336,55 Años O Más,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público
1337,Menos De 18 Años,Masculino,Guatemala,Guatemala,Empleado Privado
538,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empresario
1339,25 - 34 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
1340,45 - 54 Años,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado
1341,18 - 24 Años,Femenino,El Progreso,,Empleado Privado
1342,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante
1343,18 - 24 Años,Femenino,Guatemala,Mixco,Empleado Privado
1344,45 - 54 Años,Masculino,Guatemala,Villa Nueva,No Indicado
1345,Menos De 18 Años,Femenino,Escuintla,Palín,Empresario
1346,25 - 34 Años,Masculino,Jalapa,Jalapa,Estudiante
1347,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante
1348,35 - 44 Años,Femenino,Guatemala,Santa Catarina Pinula,Empresario
1349,45 - 54 Años,Masculino,Quetzaltenango,Quetzaltenango,Empleado Privado
1350,35 - 44 Años,Femenino,Escuintla,Palín,Empleado Público
1351,Menos De 18 Años,Prefiero No Indicarlo,Quetzaltenango,Olintepeque,Empleado Privado
1352,Menos De 18 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empleado Privado
1353,Menos De 18 Años,Masculino,Totonicapán,Cabecera Municipal,Empleado Público
1354,55 Años O Más,Masculino,Escuintla,Escuintla,Empleado Privado
1355,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Otro
1356,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Otro
1357,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Otro
1358,45 - 54 Años,Femenino,Guatemala,Mixco,Estudiante
1359,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
1360,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
1361,25 - 34 Años,Femenino,Escuintla,Escuintla,Empleado Privado
1362,18 - 24 Años,Femenino,Jalapa,Cabecera Municipal,Empleado Privado
1363,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Público
1364,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Ama De Casa
1365,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
1366,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Público
1367,45 - 54 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Público
1368,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
1369,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado
1370,25 - 34 Años,Masculino,Sacatepéquez,Antigua Guatemala,Otro
1371,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
1372,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
1373,25 - 34 Años,Masculino,Quiché,Quiché,Comerciante
1374,18 - 24 Años,Femenino,Sacatepéquez,Sumpango,Empleado Privado
1375,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1376,25 - 34 Años,Masculino,San Marcos,San Marcos,Profesional Independiente
1377,Menos De 18 Años,Masculino,Guatemala,San Miguel Petapa,Profesional Independiente
1378,35 - 44 Años,Masculino,Retalhuleu,Retalhuleu,Empleado Privado
1379,45 - 54 Años,Femenino,Sacatepéquez,Jocotenango,Empleado Privado
1380,25 - 34 Años,Femenino,Baja Verapaz,Baja Verapaz,Empleado Público
1381,55 Años O Más,Prefiero No Indicarlo,Escuintla,Escuintla,Empleado Privado
1382,18 - 24 Años,Masculino,Quetzaltenango,Quetzaltenango,Empleado Privado
1383,45 - 54 Años,Femenino,Baja Verapaz,Otro Municipio,Estudiante
1384,25 - 34 Años,Femenino,Sacatepéquez,Ciudad Vieja,Empleado Privado
1385,35 - 44 Años,Masculino,Jutiapa,Jutiapa,Empleado Privado
1386,35 - 44 Años,Femenino,Sololá,Sololá,Profesional Independiente
1387,18 - 24 Años,Femenino,Guatemala,Guatemala,Otro
1388,Menos De 18 Años,Femenino,Suchitepéquez,Otro Municipio,Empresario
1389,45 - 54 Años,Masculino,Guatemala,Mixco,Empleado Privado
1390,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Estudiante
1391,45 - 54 Años,Femenino,Sololá,Cabecera Municipal,Empleado Privado
1392,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Público
1393,Menos De 18 Años,Prefiero No Indicarlo,Guatemala,Santa Catarina Pinula,Profesional Independiente
1394,Menos De 18 Años,Masculino,Chimaltenango,Patzún,Otro
1395,18 - 24 Años,Femenino,Retalhuleu,Otro Municipio,Empleado Privado
1396,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público
1397,25 - 34 Años,Masculino,Suchitepéquez,Cabecera Municipal,Profesional Independiente
1398,18 - 24 Años,Masculino,Guatemala,Guatemala,Estudiante
1399,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1400,Menos De 18 Años,Femenino,Quetzaltenango,Coatepeque,Comerciante
1401,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
1402,35 - 44 Años,Femenino,Guatemala,Guatemala,Ama De Casa
1403,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Ama De Casa
1404,35 - 44 Años,Femenino,Chimaltenango,Tecpán Guatemala,Empleado Privado
1405,Menos De 18 Años,Femenino,San Marcos,Otro Municipio,Empleado Privado
1406,35 - 44 Años,Masculino,Guatemala,Mixco,Estudiante
1407,35 - 44 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante
1408,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1409,25 - 34 Años,Femenino,Escuintla,Palín,Empleado Privado
1410,18 - 24 Años,Masculino,Sacatepéquez,Jocotenango,Estudiante
1411,18 - 24 Años,Prefiero No Indicarlo,Huehuetenango,Huehuetenango,Empleado Privado
1412,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Ama De Casa
1413,18 - 24 Años,Masculino,Chimaltenango,,Comerciante
1414,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1415,55 Años O Más,Masculino,Guatemala,Guatemala,Estudiante
1416,45 - 54 Años,Masculino,Huehuetenango,Otro Municipio,Empleado Privado
1417,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Profesional Independiente
1418,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado
1419,35 - 44 Años,Femenino,Huehuetenango,Otro Municipio,Comerciante
1420,35 - 44 Años,Masculino,Jutiapa,Jutiapa,Empleado Público
1421,55 Años O Más,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1422,25 - 34 Años,Masculino,Zacapa,Otro Municipio,Empleado Público
2478,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Comerciante
1424,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
1425,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Estudiante
1426,25 - 34 Años,Femenino,Quetzaltenango,Olintepeque,Empleado Privado
1427,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante
1428,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
1429,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Estudiante
1430,25 - 34 Años,Masculino,Guatemala,Guatemala,Estudiante
1431,55 Años O Más,Masculino,Santa Rosa,Cabecera Municipal,Profesional Independiente
1432,18 - 24 Años,Masculino,Chiquimula,Chiquimula,Empleado Privado
1433,35 - 44 Años,Femenino,Sacatepéquez,Ciudad Vieja,Comerciante
1434,25 - 34 Años,Masculino,Chimaltenango,,Empleado Privado
1435,35 - 44 Años,Prefiero No Indicarlo,Guatemala,San Miguel Petapa,Otro
1436,45 - 54 Años,Femenino,Guatemala,Mixco,Ama De Casa
1437,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante
1438,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,Profesional Independiente
1439,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Público
1440,45 - 54 Años,Femenino,Chimaltenango,Patzún,Empleado Privado
1441,25 - 34 Años,Femenino,Jutiapa,Jutiapa,Empleado Privado
1442,35 - 44 Años,Masculino,Totonicapán,Totonicapán,Otro
1443,55 Años O Más,Masculino,Guatemala,Mixco,Empleado Público
1444,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Comerciante
1445,35 - 44 Años,Masculino,Guatemala,Guatemala,Empleado Privado
1446,55 Años O Más,Masculino,Guatemala,Mixco,Estudiante
1447,55 Años O Más,Femenino,El Progreso,El Progreso,Empleado Privado
1448,18 - 24 Años,Femenino,Baja Verapaz,Baja Verapaz,No Indicado
1449,45 - 54 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Estudiante
1450,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Empleado Privado
1451,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Público
1452,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
1453,25 - 34 Años,Masculino,Petén,Flores,Empresario
1454,45 - 54 Años,Masculino,Sacatepéquez,Sumpango,Comerciante
