EncuestaID,SaborPreferido,PresentacionPreferida
2292,Caramelo,Tamaño Fiesta O Reunión
2293,Barbacoa,Individual
2294,Queso,Familiar
2295,Chocolate,Familiar
2296,Caramelo,Individual
2297,Chocolate,Individual
2298,Picante Chapín,Individual
2299,Jalapeño,Para Compartir Entre 2 Personas
2300,Picante Chapín,Tamaño Fiesta O Reunión
2301,Barbacoa,Individual
2302,Caramelo,Familiar
2303,Picante Chapín,Familiar
2304,Chocolate,Individual
2305,Jalapeño,Familiar
2306,Dulce,Tamaño Fiesta O Reunión
2307,Limón,Familiar
2308,Queso,Familiar
2309,Salado Tradicional,Para Compartir Entre 2 Personas
2310,Barbacoa,Tamaño Fiesta O Reunión
2311,Chocolate,Familiar
2312,Queso,Familiar
2313,Queso,Familiar
2314,Queso,Para Compartir Entre 2 Personas
2315,Limón,Individual
2316,Picante Chapín,Para Compartir Entre 2 Personas
2317,Chocolate,Para Compartir Entre 2 Personas
2318,Salado Tradicional,Individual
2319,Picante Chapín,Para Compartir Entre 2 Personas
2320,Queso,Para Compartir Entre 2 Personas
2321,Salado Tradicional,Para Compartir Entre 2 Personas
2322,Queso,Individual
2323,Salado Tradicional,Para Compartir Entre 2 Personas
2324,Chocolate,Familiar
2325,Dulce,Para Compartir Entre 2 Personas
2326,Limón,Familiar
2327,Queso,Individual
2328,Queso,Familiar
2329,Limón,Familiar
2174,Picante Chapín,Familiar
2331,Chocolate,Individual
2332,Salado Tradicional,Individual
2333,Salado Tradicional,Para Compartir Entre 2 Personas
2334,Jalapeño,Individual
2335,Queso,Familiar
2336,Chocolate,Para Compartir Entre 2 Personas
2337,Queso,Tamaño Fiesta O Reunión
2338,Jalapeño,Familiar
2339,Chocolate,Individual
2340,Barbacoa,Familiar
2341,Picante Chapín,Tamaño Fiesta O Reunión
2342,Picante Chapín,Familiar
2343,Limón,Para Compartir Entre 2 Personas
2344,Salado Tradicional,Tamaño Fiesta O Reunión
2345,Picante Chapín,Individual
2346,Caramelo,Familiar
2347,Salado Tradicional,Para Compartir Entre 2 Personas
2348,Chocolate,Para Compartir Entre 2 Personas
2349,Barbacoa,Individual
2350,Jalapeño,Individual
2351,Limón,Familiar
2352,Chocolate,Individual
2353,Barbacoa,Familiar
2354,Picante Chapín,Tamaño Fiesta O Reunión
2355,Picante Chapín,Familiar
2356,Jalapeño,Para Compartir Entre 2 Personas
2357,Caramelo,Para Compartir Entre 2 Personas
2358,Limón,Familiar
2359,Limón,Tamaño Fiesta O Reunión
2360,Jalapeño,Tamaño Fiesta O Reunión
2361,Jalapeño,Individual
2362,Barbacoa,Individual
2363,Queso,Tamaño Fiesta O Reunión
2364,Barbacoa,Para Compartir Entre 2 Personas
2365,Picante Chapín,Individual
2366,Jalapeño,Individual
2367,Picante Chapín,Familiar
2368,Caramelo,Familiar
2369,Picante Chapín,Familiar
2370,Barbacoa,Familiar
2371,Chocolate,Para Compartir Entre 2 Personas
2372,Jalapeño,Individual
2373,Caramelo,Familiar
2374,Limón,Familiar
2375,Queso,Tamaño Fiesta O Reunión
2376,Picante Chapín,Individual
2377,Chocolate,Familiar
2378,Dulce,Tamaño Fiesta O Reunión
2379,Limón,Individual
2380,Salado Tradicional,Individual
2381,Queso,Tamaño Fiesta O Reunión
2382,Barbacoa,Para Compartir Entre 2 Personas
2383,Picante Chapín,Para Compartir Entre 2 Personas
2384,Picante Chapín,Familiar
2385,Picante Chapín,Familiar
2386,Dulce,Para Compartir Entre 2 Personas
2387,Barbacoa,Para Compartir Entre 2 Personas
2388,Picante Chapín,Individual
2389,Picante Chapín,Individual
2390,Barbacoa,Individual
2391,Barbacoa,Individual
2392,Queso,Tamaño Fiesta O Reunión
2393,Picante Chapín,Para Compartir Entre 2 Personas
2394,Queso,Tamaño Fiesta O Reunión
2395,Queso,Individual
2396,Picante Chapín,Familiar
2397,Jalapeño,Para Compartir Entre 2 Personas
2398,Queso,Para Compartir Entre 2 Personas
2399,Limón,Tamaño Fiesta O Reunión
2400,Barbacoa,Familiar
2401,Chocolate,Familiar
2402,Chocolate,Familiar
2403,Queso,Individual
2404,Picante Chapín,Para Compartir Entre 2 Personas
2405,Queso,Individual
2406,Queso,Familiar
2407,Dulce,Para Compartir Entre 2 Personas
2408,Chocolate,Familiar
2409,Queso,Tamaño Fiesta O Reunión
2410,Picante Chapín,Individual
2411,Jalapeño,Tamaño Fiesta O Reunión
2412,Picante Chapín,Tamaño Fiesta O Reunión
2413,Caramelo,Para Compartir Entre 2 Personas
2414,Dulce,Individual
2415,Barbacoa,Familiar
2416,Salado Tradicional,Individual
2417,Jalapeño,Individual
2418,Barbacoa,Individual
2419,Chocolate,Individual
2420,Dulce,Tamaño Fiesta O Reunión
2421,Picante Chapín,Para Compartir Entre 2 Personas
2422,No Indicado,Familiar
2423,No Indicado,Individual
2424,Picante Chapín,Individual
2425,Jalapeño,Tamaño Fiesta O Reunión
2426,Picante Chapín,Familiar
2427,Barbacoa,Familiar
2428,Limón,Individual
2429,Salado Tradicional,Familiar
2430,Salado Tradicional,Tamaño Fiesta O Reunión
2431,Picante Chapín,Familiar
2432,Limón,Familiar
2433,Picante Chapín,Familiar
2434,Picante Chapín,Familiar
2435,Picante Chapín,Tamaño Fiesta O Reunión
2436,Queso,Individual
2437,Jalapeño,Para Compartir Entre 2 Personas
2438,Barbacoa,Para Compartir Entre 2 Personas
2439,Dulce,Familiar
2440,Queso,Familiar
2441,Barbacoa,Individual
2442,Queso,Familiar
2443,Caramelo,Familiar
2444,Limón,Familiar
2445,Limón,Tamaño Fiesta O Reunión
2446,Chocolate,Familiar
2447,Limón,Familiar
2448,Chocolate,Tamaño Fiesta O Reunión
2449,Queso,Tamaño Fiesta O Reunión
2450,Limón,Familiar
2451,Barbacoa,Individual
2452,Dulce,Para Compartir Entre 2 Personas
2453,Jalapeño,Individual
2454,Queso,Familiar
2455,Picante Chapín,Tamaño Fiesta O Reunión
2456,Barbacoa,Individual
2457,Salado Tradicional,Familiar
2458,Picante Chapín,Familiar
2459,Jalapeño,Familiar
2460,Picante Chapín,Para Compartir Entre 2 Personas
2461,Salado Tradicional,Para Compartir Entre 2 Personas
2462,Salado Tradicional,Para Compartir Entre 2 Personas
2463,Queso,Individual
2464,Picante Chapín,Familiar
2465,Chocolate,Para Compartir Entre 2 Personas
2466,Queso,Para Compartir Entre 2 Personas
2467,Jalapeño,Individual
2468,Barbacoa,Individual
2469,Barbacoa,Individual
2470,Jalapeño,Tamaño Fiesta O Reunión
2471,Queso,Para Compartir Entre 2 Personas
2472,Barbacoa,Individual
2473,Caramelo,Tamaño Fiesta O Reunión
2474,Chocolate,Tamaño Fiesta O Reunión
2475,Salado Tradicional,Para Compartir Entre 2 Personas
2476,Queso,Para Compartir Entre 2 Personas
2477,Chocolate,Para Compartir Entre 2 Personas
2478,Salado Tradicional,Individual
2479,Limón,Familiar
2480,Queso,Familiar
2481,Salado Tradicional,Familiar
2482,Queso,Familiar
2483,Limón,Familiar
2484,Jalapeño,Tamaño Fiesta O Reunión
2485,Dulce,Tamaño Fiesta O Reunión
2486,Jalapeño,Familiar
2487,Queso,Para Compartir Entre 2 Personas
2488,Caramelo,Para Compartir Entre 2 Personas
2489,Barbacoa,Familiar
2490,Salado Tradicional,Para Compartir Entre 2 Personas
2491,Dulce,Tamaño Fiesta O Reunión
2492,Barbacoa,Para Compartir Entre 2 Personas
2493,Queso,Individual
2494,Picante Chapín,Para Compartir Entre 2 Personas
2495,Chocolate,Familiar
2496,Picante Chapín,Familiar
2497,Caramelo,Familiar
2498,Salado Tradicional,Familiar
2499,Dulce,Familiar
2500,Limón,Para Compartir Entre 2 Personas
