EncuestaID,FechaEncuesta,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,GastoPromedio
1860,01 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
1861,05 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
1862,08 Mayo 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
1863,03 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q101 - Q150,125.5
1864,09 Marzo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
1865,11 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Otro,Más De Q150,175.0
1866,08 Marzo 2026,Varias Veces Al Mes,Gasolinera,Amigos,Q101 - Q150,125.5
1867,06 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1868,27 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q101 - Q150,125.5
1869,23 Enero 2026,Todos Los Días,Supermercado,Amigos,Q51 - Q100,75.5
1870,28 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
1871,12 Febrero 2026,Todos Los Días,Gasolinera,Familia,Q25 - Q50,37.5
1872,13 Febrero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
1873,02 Mayo 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
1874,03 Abril 2026,Todos Los Días,Gasolinera,Amigos,Menos De Q25,12.5
1875,25 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1876,08 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Menos De Q25,12.5
1877,21 Enero 2026,Varias Veces Al Mes,Supermercado,Amigos,Más De Q150,175.0
1878,29 Marzo 2026,Todos Los Días,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1879,01 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
1880,06 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,75.5
1881,15 Febrero 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
1882,15 Enero 2026,3 A 5 Veces Por Semana,Otro,Familia,Q25 - Q50,37.5
1883,08 Abril 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
1884,20 Abril 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
1885,11 Febrero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
1886,09 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1887,16 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1888,17 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1889,29 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
1890,19 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1891,20 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1892,14 Marzo 2026,Rara Vez,Tienda De Barrio,Familia,Q51 - Q100,75.5
1893,11 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Solo,Q51 - Q100,75.5
1894,20 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q101 - Q150,125.5
1895,29 Enero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1896,07 Marzo 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q101 - Q150,125.5
1897,07 Marzo 2026,Todos Los Días,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1898,21 Marzo 2026,Todos Los Días,Supermercado,Amigos,Menos De Q25,12.5
1899,03 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
1900,13 Marzo 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1901,10 Marzo 2026,Todos Los Días,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1902,20 Abril 2026,Todos Los Días,Tienda De Barrio,Amigos,Más De Q150,175.0
1903,16 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Más De Q150,175.0
1904,28 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1905,02 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Compañeros De Trabajo,Q25 - Q50,37.5
1906,28 Enero 2026,3 A 5 Veces Por Semana,Otro,Compañeros De Trabajo,Q51 - Q100,75.5
1907,23 Enero 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
1908,27 Enero 2026,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,75.5
1909,26 Febrero 2026,Todos Los Días,Gasolinera,Familia,Q51 - Q100,75.5
1910,18 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
1911,13 Marzo 2026,Todos Los Días,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1912,20 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
1913,05 Mayo 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
1914,06 Mayo 2026,Varias Veces Al Mes,Supermercado,Solo,Q51 - Q100,75.5
1915,19 Marzo 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Familia,Más De Q150,175.0
1916,27 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
1917,04 Febrero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q101 - Q150,125.5
1918,28 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
1919,01 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1920,16 Febrero 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
1921,27 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1922,06 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
1923,05 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Menos De Q25,12.5
1924,25 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1925,15 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1926,08 Febrero 2026,Todos Los Días,No Indicado,Compañeros De Trabajo,Menos De Q25,12.5
1927,25 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1928,09 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1929,27 Febrero 2026,Rara Vez,Tienda De Barrio,Solo,Q25 - Q50,37.5
1930,23 Abril 2026,Rara Vez,Otro,Amigos,Q51 - Q100,75.5
1127,10 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
1932,13 Abril 2026,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,75.5
1933,08 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q101 - Q150,125.5
1934,19 Febrero 2026,Todos Los Días,Supermercado,Amigos,Menos De Q25,12.5
1935,28 Febrero 2026,Todos Los Días,Supermercado,Familia,Q101 - Q150,125.5
1936,10 Marzo 2026,Rara Vez,Supermercado,Amigos,Q25 - Q50,37.5
1937,12 Febrero 2026,1 A 2 Veces Por Semana,Otro,Familia,Menos De Q25,12.5
1938,02 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1939,17 Marzo 2026,Todos Los Días,Otro,Amigos,Q25 - Q50,37.5
1940,21 Marzo 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1941,14 Febrero 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
1942,13 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
1943,11 Abril 2026,1 A 2 Veces Por Semana,Otro,Solo,Q51 - Q100,75.5
1944,09 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1945,18 Enero 2026,Rara Vez,Supermercado,Familia,Q25 - Q50,37.5
1946,28 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1947,27 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1948,02 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
1949,23 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
1950,28 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
1951,15 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
1952,30 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
1953,17 Febrero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1954,08 Febrero 2026,Varias Veces Al Mes,Gasolinera,Compañeros De Trabajo,Menos De Q25,12.5
1955,06 Marzo 2026,Varias Veces Al Mes,Supermercado,Otro,Q51 - Q100,75.5
1956,27 Marzo 2026,Todos Los Días,Tienda De Barrio,Amigos,Menos De Q25,12.5
1957,21 Febrero 2026,1 A 2 Veces Por Semana,No Indicado,Amigos,Menos De Q25,12.5
1958,09 Febrero 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
1959,23 Abril 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
1960,19 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Más De Q150,175.0
1961,09 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Otro,Q25 - Q50,37.5
1962,13 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Compañeros De Trabajo,Menos De Q25,12.5
1963,01 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1964,25 Enero 2026,Varias Veces Al Mes,Gasolinera,Amigos,Q25 - Q50,37.5
1965,24 Abril 2026,1 A 2 Veces Por Semana,Otro,Compañeros De Trabajo,Q51 - Q100,75.5
1966,01 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1967,15 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1968,22 Enero 2026,Rara Vez,Tienda De Barrio,Solo,Q25 - Q50,37.5
1969,14 Enero 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1970,07 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Otro,Menos De Q25,12.5
1971,24 Abril 2026,Rara Vez,Tienda De Barrio,Solo,Q25 - Q50,37.5
1972,11 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1973,05 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Compañeros De Trabajo,Q51 - Q100,75.5
1974,03 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1975,20 Enero 2026,Rara Vez,Tienda De Barrio,Familia,Q51 - Q100,75.5
1976,23 Marzo 2026,Varias Veces Al Mes,Gasolinera,Familia,Q51 - Q100,75.5
1977,08 Marzo 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
1978,06 Abril 2026,Todos Los Días,Tienda De Barrio,Solo,Q51 - Q100,75.5
1979,27 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1980,22 Enero 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
1981,12 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
1982,09 Abril 2026,3 A 5 Veces Por Semana,Otro,Familia,Q51 - Q100,75.5
1983,26 Febrero 2026,Rara Vez,Gasolinera,Amigos,Menos De Q25,12.5
1984,26 Enero 2026,Todos Los Días,Supermercado,Familia,Q101 - Q150,125.5
1985,23 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
1986,07 Mayo 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
1987,09 Mayo 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Menos De Q25,12.5
1988,02 Abril 2026,Todos Los Días,Aplicación De Delivery,Amigos,Q101 - Q150,125.5
1989,17 Enero 2026,Varias Veces Al Mes,Gasolinera,Compañeros De Trabajo,Q51 - Q100,75.5
1990,07 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
1991,08 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1992,30 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1993,04 Abril 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Más De Q150,175.0
1994,27 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Q51 - Q100,75.5
1995,16 Enero 2026,Rara Vez,Gasolinera,Familia,Q25 - Q50,37.5
1996,22 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Otro,Q51 - Q100,75.5
1997,30 Marzo 2026,Todos Los Días,Otro,Familia,Menos De Q25,12.5
1998,20 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
1999,16 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
2000,10 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
2001,09 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2002,27 Abril 2026,Todos Los Días,Supermercado,Familia,Q101 - Q150,125.5
2003,06 Febrero 2026,Todos Los Días,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
2004,15 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
2005,06 Mayo 2026,Todos Los Días,Gasolinera,Familia,Q101 - Q150,125.5
2006,11 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Menos De Q25,12.5
2007,20 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
2008,11 Enero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
2009,08 Abril 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
2010,18 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
2011,18 Enero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
2012,11 Febrero 2026,Rara Vez,Gasolinera,Amigos,Q25 - Q50,37.5
2013,26 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Otro,Q25 - Q50,37.5
2014,23 Enero 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q101 - Q150,125.5
2015,23 Enero 2026,Todos Los Días,Tienda De Barrio,Solo,Menos De Q25,12.5
2016,22 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Solo,Q25 - Q50,37.5
2017,25 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Solo,Q101 - Q150,125.5
2018,06 Febrero 2026,Varias Veces Al Mes,Supermercado,Solo,Q25 - Q50,37.5
2019,04 Febrero 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
2020,16 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
2021,10 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Compañeros De Trabajo,Q25 - Q50,37.5
2022,07 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
2023,12 Marzo 2026,Varias Veces Al Mes,Gasolinera,Otro,Q25 - Q50,37.5
2024,23 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
2025,23 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q101 - Q150,125.5
2026,10 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
2027,18 Febrero 2026,Todos Los Días,Otro,Familia,Q25 - Q50,37.5
2028,01 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
2029,29 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2030,21 Abril 2026,Todos Los Días,Supermercado,Amigos,Menos De Q25,12.5
2031,22 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
2032,04 Abril 2026,Todos Los Días,Supermercado,Amigos,Q51 - Q100,75.5
2033,05 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
2034,04 Marzo 2026,Rara Vez,Otro,Familia,Q101 - Q150,125.5
2035,09 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
2036,30 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
2037,15 Enero 2026,Rara Vez,Gasolinera,Compañeros De Trabajo,Q25 - Q50,37.5
2038,07 Mayo 2026,Todos Los Días,Tienda De Barrio,Familia,Menos De Q25,12.5
2039,29 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
2040,13 Marzo 2026,Todos Los Días,Gasolinera,Amigos,Q51 - Q100,75.5
2041,26 Abril 2026,Rara Vez,Tienda De Barrio,Solo,Q101 - Q150,125.5
2042,16 Enero 2026,Varias Veces Al Mes,Gasolinera,Compañeros De Trabajo,Q51 - Q100,75.5
2043,27 Marzo 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
2044,13 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
2045,04 Mayo 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Menos De Q25,12.5
2046,04 Marzo 2026,Todos Los Días,No Indicado,Amigos,Q51 - Q100,75.5
2047,26 Marzo 2026,Todos Los Días,Aplicación De Delivery,Familia,Q101 - Q150,125.5
2048,25 Enero 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
2049,23 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
2050,04 Abril 2026,1 A 2 Veces Por Semana,Otro,Solo,Q25 - Q50,37.5
2051,22 Enero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
2052,06 Mayo 2026,Todos Los Días,Supermercado,Amigos,Q51 - Q100,75.5
2053,03 Abril 2026,Todos Los Días,Gasolinera,Amigos,Q25 - Q50,37.5
2054,19 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q25 - Q50,37.5
2055,25 Enero 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
2056,11 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
2057,24 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
2058,14 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
2059,07 Mayo 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
2060,19 Marzo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
2061,19 Enero 2026,Rara Vez,Supermercado,Amigos,Q51 - Q100,75.5
2062,09 Marzo 2026,Todos Los Días,Gasolinera,Solo,Q51 - Q100,75.5
2063,26 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q25 - Q50,37.5
2064,26 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
2065,11 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
2066,02 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Menos De Q25,12.5
2067,15 Marzo 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
2068,22 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Más De Q150,175.0
2069,25 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
2070,22 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
2071,03 Mayo 2026,Todos Los Días,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2072,24 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
2073,23 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2074,05 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q51 - Q100,75.5
2075,20 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
2076,18 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
2077,20 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Más De Q150,175.0
2078,06 Marzo 2026,1 A 2 Veces Por Semana,Otro,Amigos,Q25 - Q50,37.5
2079,28 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
2080,14 Marzo 2026,Varias Veces Al Mes,Supermercado,Solo,Q51 - Q100,75.5
2081,22 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Menos De Q25,12.5
2082,12 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q25 - Q50,37.5
2083,22 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2084,30 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
2085,01 Febrero 2026,Todos Los Días,Kiosco Escolar/Universitario,Familia,Q101 - Q150,125.5
2086,11 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
2087,07 Marzo 2026,Rara Vez,Supermercado,Familia,Menos De Q25,12.5
2088,05 Mayo 2026,Rara Vez,Supermercado,Familia,Q25 - Q50,37.5
638,02 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
2090,05 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Otro,Q25 - Q50,37.5
2091,04 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2092,05 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q51 - Q100,75.5
2093,26 Enero 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
2094,27 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
2095,09 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Solo,Menos De Q25,12.5
2096,26 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Más De Q150,175.0
2097,17 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
2098,24 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
2099,07 Mayo 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
2100,08 Mayo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
2101,12 Febrero 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
2102,20 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
2103,23 Marzo 2026,Todos Los Días,Gasolinera,Amigos,Q25 - Q50,37.5
2104,24 Febrero 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
2105,18 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
2106,17 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
2107,18 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Más De Q150,175.0
2108,10 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
2109,01 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
2110,20 Marzo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q101 - Q150,125.5
2111,18 Abril 2026,Rara Vez,Supermercado,Amigos,Q25 - Q50,37.5
2112,05 Abril 2026,Varias Veces Al Mes,Gasolinera,Amigos,Q25 - Q50,37.5
2113,21 Febrero 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
2114,09 Marzo 2026,Rara Vez,Gasolinera,Solo,Q25 - Q50,37.5
2115,01 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
2116,16 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
2117,23 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
2118,26 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
2119,21 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
2120,18 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Q101 - Q150,125.5
2121,04 Febrero 2026,Todos Los Días,Supermercado,Otro,Q51 - Q100,75.5
2122,14 Abril 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
2123,31 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
2124,03 Marzo 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
2125,10 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
2126,24 Febrero 2026,Varias Veces Al Mes,Supermercado,Amigos,Q25 - Q50,37.5
2127,20 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
2128,27 Enero 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
2129,25 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
2130,16 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
2131,23 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
