EncuestaID,Snack
1525,ChocoKick Bites
1526,Energy Crunch Protein
1526,CrunchMax BBQ
1527,CrunchMax BBQ
1527,Gol Nachos Supreme
1527,FutbolMix
1528,CrunchMax BBQ
1529,Fan Chips Jalapeño
1529,ChocoKick Bites
1529,CrunchMax BBQ
1530,Mundialitos Queso Picante
1530,FutbolMix
1531,Fan Chips Jalapeño
1531,ChocoKick Bites
1531,FutbolMix
1532,Mundialitos Queso Picante
1532,Caramel Goal Popcorn
1532,Hot Stadium Peanuts
1533,Caramel Goal Popcorn
1533,Mundialitos Queso Picante
1533,FutbolMix
1534,Mundialitos Queso Picante
1535,Fan Chips Jalapeño
1535,FutbolMix
1536,Mundialitos Queso Picante
1536,Victory Pretzels
1537,Mundialitos Queso Picante
1537,ChocoKick Bites
1537,Hot Stadium Peanuts
1538,Caramel Goal Popcorn
1538,CrunchMax BBQ
1539,CrunchMax BBQ
1539,Mundialitos Queso Picante
1539,FutbolMix
1540,Victory Pretzels
1540,Fan Chips Jalapeño
1540,Caramel Goal Popcorn
1541,Victory Pretzels
1541,Fan Chips Jalapeño
1542,Caramel Goal Popcorn
1542,Victory Pretzels
1543,FutbolMix
1544,CrunchMax BBQ
1544,Caramel Goal Popcorn
1545,Fan Chips Jalapeño
1545,Hot Stadium Peanuts
1546,Caramel Goal Popcorn
1546,Gol Nachos Supreme
1547,Fan Chips Jalapeño
1547,Mundialitos Queso Picante
1548,CrunchMax BBQ
1549,ChocoKick Bites
1550,Gol Nachos Supreme
1550,Caramel Goal Popcorn
1551,Caramel Goal Popcorn
1551,Gol Nachos Supreme
1552,CrunchMax BBQ
1553,CrunchMax BBQ
1554,ChocoKick Bites
1555,Mundialitos Queso Picante
1556,Hot Stadium Peanuts
1556,Fan Chips Jalapeño
1557,ChocoKick Bites
1557,Gol Nachos Supreme
1558,FutbolMix
1558,Mundialitos Queso Picante
1559,Caramel Goal Popcorn
1559,Fan Chips Jalapeño
1559,Energy Crunch Protein
1560,Mundialitos Queso Picante
1560,Gol Nachos Supreme
1561,ChocoKick Bites
1561,CrunchMax BBQ
1562,ChocoKick Bites
1563,Fan Chips Jalapeño
1564,ChocoKick Bites
1564,FutbolMix
1565,ChocoKick Bites
1565,CrunchMax BBQ
1566,Victory Pretzels
1566,Hot Stadium Peanuts
1566,Gol Nachos Supreme
1567,Fan Chips Jalapeño
1568,ChocoKick Bites
1568,Victory Pretzels
1569,CrunchMax BBQ
1569,Caramel Goal Popcorn
1570,Hot Stadium Peanuts
1571,FutbolMix
1571,CrunchMax BBQ
1571,Gol Nachos Supreme
1572,Gol Nachos Supreme
1572,Hot Stadium Peanuts
1572,Fan Chips Jalapeño
1573,Mundialitos Queso Picante
1573,Victory Pretzels
1574,Mundialitos Queso Picante
1575,CrunchMax BBQ
1576,Mundialitos Queso Picante
1577,Fan Chips Jalapeño
1577,FutbolMix
1578,Gol Nachos Supreme
1579,Hot Stadium Peanuts
1579,Gol Nachos Supreme
1580,Hot Stadium Peanuts
1580,CrunchMax BBQ
1581,Caramel Goal Popcorn
1581,ChocoKick Bites
1582,Mundialitos Queso Picante
1582,Gol Nachos Supreme
1583,Mundialitos Queso Picante
1583,Caramel Goal Popcorn
1584,Gol Nachos Supreme
1584,ChocoKick Bites
1584,Mundialitos Queso Picante
1585,Caramel Goal Popcorn
1586,Victory Pretzels
1587,FutbolMix
1588,Mundialitos Queso Picante
1589,Energy Crunch Protein
1589,CrunchMax BBQ
1590,ChocoKick Bites
1591,Gol Nachos Supreme
1591,CrunchMax BBQ
1592,Fan Chips Jalapeño
1592,Gol Nachos Supreme
1592,CrunchMax BBQ
1593,Victory Pretzels
1593,CrunchMax BBQ
1594,FutbolMix
1594,Gol Nachos Supreme
1595,FutbolMix
1595,ChocoKick Bites
1596,Fan Chips Jalapeño
1597,Gol Nachos Supreme
1597,CrunchMax BBQ
1597,Fan Chips Jalapeño
1598,Mundialitos Queso Picante
1599,ChocoKick Bites
1599,CrunchMax BBQ
1600,FutbolMix
1601,Fan Chips Jalapeño
1601,Hot Stadium Peanuts
1601,Energy Crunch Protein
1602,Mundialitos Queso Picante
1602,CrunchMax BBQ
1603,Caramel Goal Popcorn
1604,CrunchMax BBQ
1604,Gol Nachos Supreme
1605,Mundialitos Queso Picante
1606,Gol Nachos Supreme
1606,Mundialitos Queso Picante
1607,Mundialitos Queso Picante
1607,CrunchMax BBQ
1607,ChocoKick Bites
1608,Mundialitos Queso Picante
1608,Hot Stadium Peanuts
1608,Energy Crunch Protein
1609,CrunchMax BBQ
1610,Gol Nachos Supreme
1610,Caramel Goal Popcorn
1611,Mundialitos Queso Picante
1611,Energy Crunch Protein
1612,Hot Stadium Peanuts
1612,FutbolMix
1613,ChocoKick Bites
1614,CrunchMax BBQ
1615,Hot Stadium Peanuts
1616,Hot Stadium Peanuts
1616,FutbolMix
1616,Victory Pretzels
1617,Caramel Goal Popcorn
1618,Fan Chips Jalapeño
1618,Gol Nachos Supreme
1618,CrunchMax BBQ
1619,Gol Nachos Supreme
1620,Energy Crunch Protein
1621,Gol Nachos Supreme
1621,CrunchMax BBQ
1622,Fan Chips Jalapeño
1622,Mundialitos Queso Picante
1623,Victory Pretzels
1623,FutbolMix
1623,CrunchMax BBQ
1624,Mundialitos Queso Picante
1625,CrunchMax BBQ
1626,Fan Chips Jalapeño
1626,Mundialitos Queso Picante
1626,Caramel Goal Popcorn
1627,Fan Chips Jalapeño
1628,Gol Nachos Supreme
1629,CrunchMax BBQ
1629,Mundialitos Queso Picante
1630,CrunchMax BBQ
1630,Hot Stadium Peanuts
1630,Energy Crunch Protein
1631,FutbolMix
1631,Gol Nachos Supreme
1632,Mundialitos Queso Picante
1632,Caramel Goal Popcorn
1632,FutbolMix
1633,Mundialitos Queso Picante
1633,ChocoKick Bites
1633,Gol Nachos Supreme
1634,Mundialitos Queso Picante
1634,Gol Nachos Supreme
1634,Hot Stadium Peanuts
1635,Gol Nachos Supreme
1635,CrunchMax BBQ
1635,Energy Crunch Protein
1636,CrunchMax BBQ
1637,ChocoKick Bites
1637,Fan Chips Jalapeño
1638,CrunchMax BBQ
1639,Fan Chips Jalapeño
1640,CrunchMax BBQ
1641,Caramel Goal Popcorn
1642,Mundialitos Queso Picante
1643,Caramel Goal Popcorn
1643,Mundialitos Queso Picante
1644,ChocoKick Bites
1645,Caramel Goal Popcorn
1646,FutbolMix
1646,CrunchMax BBQ
1647,ChocoKick Bites
1647,Caramel Goal Popcorn
1648,FutbolMix
1648,Mundialitos Queso Picante
1648,Hot Stadium Peanuts
1649,Caramel Goal Popcorn
1649,ChocoKick Bites
1649,Mundialitos Queso Picante
1650,Victory Pretzels
1650,Gol Nachos Supreme
1651,FutbolMix
1652,Hot Stadium Peanuts
1652,Mundialitos Queso Picante
1652,Fan Chips Jalapeño
1653,CrunchMax BBQ
1653,FutbolMix
1654,CrunchMax BBQ
1654,Caramel Goal Popcorn
1654,Mundialitos Queso Picante
1655,Mundialitos Queso Picante
1655,Victory Pretzels
1655,Caramel Goal Popcorn
1656,Mundialitos Queso Picante
1656,Caramel Goal Popcorn
1656,CrunchMax BBQ
1657,ChocoKick Bites
1658,Hot Stadium Peanuts
1658,ChocoKick Bites
1659,Gol Nachos Supreme
1659,Victory Pretzels
1659,CrunchMax BBQ
1660,Caramel Goal Popcorn
1660,FutbolMix
1661,Caramel Goal Popcorn
1661,Energy Crunch Protein
1662,Victory Pretzels
1662,Gol Nachos Supreme
1662,Fan Chips Jalapeño
1663,CrunchMax BBQ
1664,CrunchMax BBQ
1664,Gol Nachos Supreme
1664,Mundialitos Queso Picante
1665,Mundialitos Queso Picante
1665,FutbolMix
1666,Caramel Goal Popcorn
1667,FutbolMix
1667,Caramel Goal Popcorn
1667,Gol Nachos Supreme
1668,FutbolMix
1668,Gol Nachos Supreme
1669,Fan Chips Jalapeño
1669,Gol Nachos Supreme
1669,ChocoKick Bites
1670,Victory Pretzels
1671,Mundialitos Queso Picante
1671,ChocoKick Bites
1671,FutbolMix
1672,FutbolMix
1672,Hot Stadium Peanuts
1673,Energy Crunch Protein
1674,FutbolMix
1674,CrunchMax BBQ
1675,Caramel Goal Popcorn
1676,FutbolMix
1676,Hot Stadium Peanuts
1677,Victory Pretzels
1677,Mundialitos Queso Picante
1678,Mundialitos Queso Picante
1679,Gol Nachos Supreme
1679,FutbolMix
1679,Energy Crunch Protein
1680,CrunchMax BBQ
1680,Victory Pretzels
1680,ChocoKick Bites
1681,CrunchMax BBQ
1681,Victory Pretzels
1682,Fan Chips Jalapeño
1683,Fan Chips Jalapeño
1683,Victory Pretzels
1683,Mundialitos Queso Picante
1684,Gol Nachos Supreme
1685,ChocoKick Bites
1686,ChocoKick Bites
1686,Energy Crunch Protein
1687,FutbolMix
1687,Energy Crunch Protein
1688,CrunchMax BBQ
1688,FutbolMix
1688,Caramel Goal Popcorn
1689,Caramel Goal Popcorn
1690,Hot Stadium Peanuts
1690,Gol Nachos Supreme
1690,Mundialitos Queso Picante
1691,FutbolMix
1691,ChocoKick Bites
1692,Gol Nachos Supreme
1693,Hot Stadium Peanuts
1694,Gol Nachos Supreme
1695,CrunchMax BBQ
1695,Gol Nachos Supreme
1695,ChocoKick Bites
1696,Mundialitos Queso Picante
1696,Energy Crunch Protein
1696,Gol Nachos Supreme
1697,Victory Pretzels
1697,CrunchMax BBQ
1697,Caramel Goal Popcorn
1698,CrunchMax BBQ
1698,Caramel Goal Popcorn
1699,Hot Stadium Peanuts
1700,ChocoKick Bites
1701,Gol Nachos Supreme
1701,FutbolMix
1701,CrunchMax BBQ
1702,FutbolMix
1702,CrunchMax BBQ
1703,CrunchMax BBQ
1703,Gol Nachos Supreme
1703,ChocoKick Bites
1704,CrunchMax BBQ
1705,Gol Nachos Supreme
1706,FutbolMix
1706,Caramel Goal Popcorn
1707,FutbolMix
1708,Caramel Goal Popcorn
1709,Gol Nachos Supreme
1709,CrunchMax BBQ
1710,Fan Chips Jalapeño
1710,CrunchMax BBQ
1711,FutbolMix
1711,Caramel Goal Popcorn
1711,Energy Crunch Protein
1712,ChocoKick Bites
1712,Hot Stadium Peanuts
1713,Hot Stadium Peanuts
1713,Mundialitos Queso Picante
1714,Mundialitos Queso Picante
1715,Mundialitos Queso Picante
1715,Fan Chips Jalapeño
1716,Caramel Goal Popcorn
1716,Victory Pretzels
1716,Hot Stadium Peanuts
1717,Gol Nachos Supreme
1718,Fan Chips Jalapeño
1718,CrunchMax BBQ
1718,Gol Nachos Supreme
1719,Mundialitos Queso Picante
1719,Fan Chips Jalapeño
1720,Victory Pretzels
1720,Hot Stadium Peanuts
1721,Gol Nachos Supreme
1721,Hot Stadium Peanuts
1722,Mundialitos Queso Picante
1722,Gol Nachos Supreme
1723,FutbolMix
1723,Gol Nachos Supreme
1723,Mundialitos Queso Picante
1724,FutbolMix
1725,Mundialitos Queso Picante
1725,Fan Chips Jalapeño
1725,FutbolMix
1726,Victory Pretzels
1726,Gol Nachos Supreme
1726,FutbolMix
1727,Hot Stadium Peanuts
1728,Gol Nachos Supreme
1728,Fan Chips Jalapeño
1729,FutbolMix
1730,Caramel Goal Popcorn
1731,Gol Nachos Supreme
1732,FutbolMix
1733,Caramel Goal Popcorn
1733,Fan Chips Jalapeño
1733,CrunchMax BBQ
1734,Hot Stadium Peanuts
1734,Caramel Goal Popcorn
1734,CrunchMax BBQ
1735,ChocoKick Bites
1736,FutbolMix
1737,ChocoKick Bites
1737,CrunchMax BBQ
1737,Victory Pretzels
1738,Gol Nachos Supreme
1739,Caramel Goal Popcorn
1740,Victory Pretzels
1740,FutbolMix
1741,CrunchMax BBQ
1741,FutbolMix
1741,Gol Nachos Supreme
1742,CrunchMax BBQ
1743,Mundialitos Queso Picante
1744,Energy Crunch Protein
1745,Energy Crunch Protein
1745,Victory Pretzels
1746,ChocoKick Bites
1746,FutbolMix
1747,FutbolMix
1747,Mundialitos Queso Picante
1748,FutbolMix
1749,Gol Nachos Supreme
1750,CrunchMax BBQ
1751,Gol Nachos Supreme
1752,Gol Nachos Supreme
1752,CrunchMax BBQ
1752,Fan Chips Jalapeño
1753,Energy Crunch Protein
1753,CrunchMax BBQ
1754,Energy Crunch Protein
1754,Mundialitos Queso Picante
1754,Caramel Goal Popcorn
1755,Energy Crunch Protein
1755,CrunchMax BBQ
1755,Fan Chips Jalapeño
1756,Gol Nachos Supreme
1757,Mundialitos Queso Picante
1758,Hot Stadium Peanuts
1758,Gol Nachos Supreme
1758,FutbolMix
1759,Victory Pretzels
1759,ChocoKick Bites
1759,Caramel Goal Popcorn
1760,Hot Stadium Peanuts
1761,CrunchMax BBQ
1761,ChocoKick Bites
1761,Gol Nachos Supreme
1762,Caramel Goal Popcorn
1763,Caramel Goal Popcorn
1763,Gol Nachos Supreme
1764,Fan Chips Jalapeño
1765,Hot Stadium Peanuts
1766,Caramel Goal Popcorn
1767,ChocoKick Bites
1767,Fan Chips Jalapeño
1768,Mundialitos Queso Picante
1768,Gol Nachos Supreme
1768,Fan Chips Jalapeño
1769,CrunchMax BBQ
1770,CrunchMax BBQ
1770,Mundialitos Queso Picante
1771,CrunchMax BBQ
1771,Hot Stadium Peanuts
1771,ChocoKick Bites
1772,CrunchMax BBQ
1772,Fan Chips Jalapeño
1772,Victory Pretzels
559,ChocoKick Bites
1774,Energy Crunch Protein
1775,Mundialitos Queso Picante
1775,CrunchMax BBQ
1776,Energy Crunch Protein
1776,Mundialitos Queso Picante
1777,Gol Nachos Supreme
1778,Hot Stadium Peanuts
1778,Victory Pretzels
1778,FutbolMix
1779,CrunchMax BBQ
1780,CrunchMax BBQ
1780,Fan Chips Jalapeño
1780,Gol Nachos Supreme
1781,CrunchMax BBQ
1781,Caramel Goal Popcorn
1781,FutbolMix
1782,Mundialitos Queso Picante
1782,Victory Pretzels
1782,Fan Chips Jalapeño
1783,Mundialitos Queso Picante
1783,FutbolMix
1784,CrunchMax BBQ
1785,Mundialitos Queso Picante
1785,Fan Chips Jalapeño
1786,ChocoKick Bites
1786,FutbolMix
1786,CrunchMax BBQ
1787,Gol Nachos Supreme
1787,Energy Crunch Protein
1787,Victory Pretzels
1788,CrunchMax BBQ
1789,Hot Stadium Peanuts
1789,Caramel Goal Popcorn
1790,Mundialitos Queso Picante
1790,CrunchMax BBQ
1791,Gol Nachos Supreme
1791,Fan Chips Jalapeño
1792,Caramel Goal Popcorn
1792,Fan Chips Jalapeño
1793,Fan Chips Jalapeño
1793,FutbolMix
1793,Caramel Goal Popcorn
1794,Mundialitos Queso Picante
1795,ChocoKick Bites
1796,Mundialitos Queso Picante
1796,Energy Crunch Protein
1797,Fan Chips Jalapeño
1797,Gol Nachos Supreme
1798,Energy Crunch Protein
1798,Victory Pretzels
1799,Caramel Goal Popcorn
1799,CrunchMax BBQ
1799,ChocoKick Bites
1800,CrunchMax BBQ
1801,Gol Nachos Supreme
1801,Energy Crunch Protein
1802,Mundialitos Queso Picante
1802,Caramel Goal Popcorn
1803,Fan Chips Jalapeño
1803,Hot Stadium Peanuts
1803,FutbolMix
1804,Fan Chips Jalapeño
1804,Caramel Goal Popcorn
1804,Hot Stadium Peanuts
1805,Mundialitos Queso Picante
1805,Energy Crunch Protein
1805,ChocoKick Bites
1806,ChocoKick Bites
1807,Gol Nachos Supreme
1807,Mundialitos Queso Picante
1807,FutbolMix
1808,FutbolMix
1808,Fan Chips Jalapeño
1808,Gol Nachos Supreme
1809,Fan Chips Jalapeño
1809,CrunchMax BBQ
1810,Hot Stadium Peanuts
1810,FutbolMix
1811,Fan Chips Jalapeño
1811,Gol Nachos Supreme
1811,ChocoKick Bites
1812,Energy Crunch Protein
1813,Gol Nachos Supreme
1813,Mundialitos Queso Picante
1813,ChocoKick Bites
1814,Victory Pretzels
1814,ChocoKick Bites
1815,Fan Chips Jalapeño
1816,Mundialitos Queso Picante
1816,CrunchMax BBQ
1817,Mundialitos Queso Picante
1817,Hot Stadium Peanuts
1817,Victory Pretzels
1818,Caramel Goal Popcorn
1818,Mundialitos Queso Picante
1818,FutbolMix
1819,FutbolMix
1819,Gol Nachos Supreme
1819,ChocoKick Bites
1820,Fan Chips Jalapeño
1821,Energy Crunch Protein
1821,CrunchMax BBQ
1821,ChocoKick Bites
1822,Hot Stadium Peanuts
1823,Fan Chips Jalapeño
1823,CrunchMax BBQ
1824,Fan Chips Jalapeño
1824,Gol Nachos Supreme
1825,Mundialitos Queso Picante
1825,Fan Chips Jalapeño
1826,ChocoKick Bites
1827,Gol Nachos Supreme
1828,CrunchMax BBQ
1828,Victory Pretzels
1828,Hot Stadium Peanuts
1829,CrunchMax BBQ
1829,Mundialitos Queso Picante
1830,CrunchMax BBQ
1830,Fan Chips Jalapeño
1830,Mundialitos Queso Picante
1831,Fan Chips Jalapeño
1832,Caramel Goal Popcorn
1833,Hot Stadium Peanuts
1833,Caramel Goal Popcorn
1833,CrunchMax BBQ
1834,CrunchMax BBQ
1835,Fan Chips Jalapeño
1836,Hot Stadium Peanuts
1836,Caramel Goal Popcorn
1837,Gol Nachos Supreme
1837,Caramel Goal Popcorn
1838,Hot Stadium Peanuts
1838,Energy Crunch Protein
1838,Caramel Goal Popcorn
1839,Fan Chips Jalapeño
1840,Victory Pretzels
1840,Fan Chips Jalapeño
1841,Mundialitos Queso Picante
1842,Fan Chips Jalapeño
1843,Victory Pretzels
1843,CrunchMax BBQ
1844,CrunchMax BBQ
1844,Mundialitos Queso Picante
1844,Fan Chips Jalapeño
1845,Caramel Goal Popcorn
1845,Energy Crunch Protein
1846,FutbolMix
1846,ChocoKick Bites
1846,Fan Chips Jalapeño
1847,CrunchMax BBQ
1847,Mundialitos Queso Picante
1848,Gol Nachos Supreme
1848,CrunchMax BBQ
1848,Hot Stadium Peanuts
1849,Victory Pretzels
1849,Fan Chips Jalapeño
1850,Fan Chips Jalapeño
1851,Gol Nachos Supreme
1852,Gol Nachos Supreme
1852,Energy Crunch Protein
1853,Mundialitos Queso Picante
1854,CrunchMax BBQ
1854,Caramel Goal Popcorn
1855,Fan Chips Jalapeño
1855,CrunchMax BBQ
1856,Energy Crunch Protein
1857,Hot Stadium Peanuts
1858,FutbolMix
1858,Caramel Goal Popcorn
1859,FutbolMix
1859,Hot Stadium Peanuts
1859,Fan Chips Jalapeño
1860,Fan Chips Jalapeño
1860,CrunchMax BBQ
1861,Fan Chips Jalapeño
1861,Victory Pretzels
1861,Hot Stadium Peanuts
1862,Gol Nachos Supreme
1862,CrunchMax BBQ
1862,ChocoKick Bites
1863,Energy Crunch Protein
1863,Gol Nachos Supreme
1863,Caramel Goal Popcorn
1864,Victory Pretzels
1865,Mundialitos Queso Picante
1865,CrunchMax BBQ
1866,Mundialitos Queso Picante
1866,Fan Chips Jalapeño
1867,Mundialitos Queso Picante
1867,ChocoKick Bites
1867,CrunchMax BBQ
1868,ChocoKick Bites
1868,CrunchMax BBQ
1869,Energy Crunch Protein
1869,FutbolMix
1870,Fan Chips Jalapeño
1870,Mundialitos Queso Picante
1871,Hot Stadium Peanuts
1871,CrunchMax BBQ
1872,Fan Chips Jalapeño
1872,Victory Pretzels
1873,FutbolMix
1874,Mundialitos Queso Picante
1874,CrunchMax BBQ
1874,Fan Chips Jalapeño
1875,Fan Chips Jalapeño
1875,FutbolMix
1876,Fan Chips Jalapeño
1877,Mundialitos Queso Picante
1877,Caramel Goal Popcorn
1878,Hot Stadium Peanuts
1878,ChocoKick Bites
1879,Mundialitos Queso Picante
1879,FutbolMix
1879,Caramel Goal Popcorn
1880,Hot Stadium Peanuts
1880,Mundialitos Queso Picante
1881,CrunchMax BBQ
1882,ChocoKick Bites
1882,CrunchMax BBQ
1883,Hot Stadium Peanuts
1883,Energy Crunch Protein
1884,Fan Chips Jalapeño
1884,Mundialitos Queso Picante
1885,Gol Nachos Supreme
1885,Caramel Goal Popcorn
1886,Gol Nachos Supreme
1886,Fan Chips Jalapeño
1886,Hot Stadium Peanuts
1887,Fan Chips Jalapeño
1888,Fan Chips Jalapeño
1888,Gol Nachos Supreme
1888,Mundialitos Queso Picante
1889,FutbolMix
1889,Mundialitos Queso Picante
1890,ChocoKick Bites
1890,CrunchMax BBQ
1890,Caramel Goal Popcorn
1891,ChocoKick Bites
1891,Caramel Goal Popcorn
1891,CrunchMax BBQ
1892,FutbolMix
1893,Fan Chips Jalapeño
1894,Hot Stadium Peanuts
1894,Caramel Goal Popcorn
1894,Victory Pretzels
1895,Gol Nachos Supreme
1895,Caramel Goal Popcorn
1895,Hot Stadium Peanuts
1896,Fan Chips Jalapeño
1896,Hot Stadium Peanuts
1896,Gol Nachos Supreme
1897,Energy Crunch Protein
1897,Mundialitos Queso Picante
1898,CrunchMax BBQ
1898,Mundialitos Queso Picante
1899,CrunchMax BBQ
1899,Mundialitos Queso Picante
1900,CrunchMax BBQ
1900,Gol Nachos Supreme
1901,FutbolMix
1901,Hot Stadium Peanuts
1901,Caramel Goal Popcorn
1902,CrunchMax BBQ
1902,Gol Nachos Supreme
1903,CrunchMax BBQ
1904,Gol Nachos Supreme
1904,Mundialitos Queso Picante
1905,CrunchMax BBQ
1905,Gol Nachos Supreme
1906,CrunchMax BBQ
1906,Gol Nachos Supreme
1906,Fan Chips Jalapeño
1907,Gol Nachos Supreme
1907,CrunchMax BBQ
1908,Energy Crunch Protein
1908,Gol Nachos Supreme
1908,FutbolMix
1909,CrunchMax BBQ
1910,CrunchMax BBQ
1911,Gol Nachos Supreme
1911,Mundialitos Queso Picante
1911,Fan Chips Jalapeño
1912,Mundialitos Queso Picante
1913,Energy Crunch Protein
1913,CrunchMax BBQ
1913,ChocoKick Bites
1914,Mundialitos Queso Picante
1914,Gol Nachos Supreme
1914,ChocoKick Bites
1915,Mundialitos Queso Picante
1916,FutbolMix
1916,CrunchMax BBQ
1917,Hot Stadium Peanuts
1917,Fan Chips Jalapeño
1917,Caramel Goal Popcorn
1918,FutbolMix
1918,Energy Crunch Protein
1918,Mundialitos Queso Picante
1919,Caramel Goal Popcorn
1920,Victory Pretzels
1920,Caramel Goal Popcorn
1921,CrunchMax BBQ
1921,Gol Nachos Supreme
1921,Fan Chips Jalapeño
1922,Mundialitos Queso Picante
1922,Fan Chips Jalapeño
1923,Fan Chips Jalapeño
1923,FutbolMix
1924,Gol Nachos Supreme
1924,Mundialitos Queso Picante
1925,ChocoKick Bites
1926,CrunchMax BBQ
1926,Caramel Goal Popcorn
1926,Hot Stadium Peanuts
1927,Caramel Goal Popcorn
1927,CrunchMax BBQ
1928,Victory Pretzels
1929,FutbolMix
1929,Gol Nachos Supreme
1929,Fan Chips Jalapeño
1930,Mundialitos Queso Picante
1930,CrunchMax BBQ
1127,Caramel Goal Popcorn
1932,Gol Nachos Supreme
1932,CrunchMax BBQ
1932,Hot Stadium Peanuts
1933,Gol Nachos Supreme
1934,Caramel Goal Popcorn
1935,Fan Chips Jalapeño
1935,CrunchMax BBQ
1935,Caramel Goal Popcorn
1936,CrunchMax BBQ
1936,Mundialitos Queso Picante
1936,Fan Chips Jalapeño
1937,CrunchMax BBQ
1938,Gol Nachos Supreme
1938,FutbolMix
1939,Fan Chips Jalapeño
1939,Gol Nachos Supreme
1939,Energy Crunch Protein
1940,Hot Stadium Peanuts
1940,Fan Chips Jalapeño
1941,CrunchMax BBQ
1941,Gol Nachos Supreme
1941,Hot Stadium Peanuts
1942,Caramel Goal Popcorn
1942,Mundialitos Queso Picante
1942,Gol Nachos Supreme
1943,FutbolMix
1944,Mundialitos Queso Picante
1944,Gol Nachos Supreme
1944,ChocoKick Bites
1945,Hot Stadium Peanuts
1946,ChocoKick Bites
1946,FutbolMix
1946,Mundialitos Queso Picante
1947,Caramel Goal Popcorn
1947,Fan Chips Jalapeño
1947,FutbolMix
1948,Gol Nachos Supreme
1948,FutbolMix
1948,Caramel Goal Popcorn
1949,ChocoKick Bites
1950,Mundialitos Queso Picante
1950,Fan Chips Jalapeño
1951,Victory Pretzels
1952,Mundialitos Queso Picante
1953,FutbolMix
1953,Hot Stadium Peanuts
1953,Caramel Goal Popcorn
1954,Victory Pretzels
1954,Gol Nachos Supreme
1955,ChocoKick Bites
1955,Gol Nachos Supreme
1955,FutbolMix
1956,Hot Stadium Peanuts
1956,Mundialitos Queso Picante
1956,ChocoKick Bites
1957,FutbolMix
1957,Gol Nachos Supreme
1957,Hot Stadium Peanuts
1958,CrunchMax BBQ
1958,Fan Chips Jalapeño
1958,Victory Pretzels
1959,CrunchMax BBQ
1959,ChocoKick Bites
1959,Hot Stadium Peanuts
1960,FutbolMix
1960,Gol Nachos Supreme
1960,Energy Crunch Protein
1961,Caramel Goal Popcorn
1961,Fan Chips Jalapeño
1962,ChocoKick Bites
1962,Fan Chips Jalapeño
1963,Victory Pretzels
1963,CrunchMax BBQ
1964,Fan Chips Jalapeño
1964,CrunchMax BBQ
1965,Mundialitos Queso Picante
1965,CrunchMax BBQ
1966,Mundialitos Queso Picante
1966,Caramel Goal Popcorn
1967,Gol Nachos Supreme
1967,FutbolMix
1967,Mundialitos Queso Picante
1968,Gol Nachos Supreme
1968,Mundialitos Queso Picante
1968,Energy Crunch Protein
1969,FutbolMix
1969,CrunchMax BBQ
1970,Fan Chips Jalapeño
1970,FutbolMix
1971,Energy Crunch Protein
1972,FutbolMix
1972,Fan Chips Jalapeño
1973,Fan Chips Jalapeño
1973,CrunchMax BBQ
1973,FutbolMix
1974,CrunchMax BBQ
1975,ChocoKick Bites
1975,FutbolMix
1975,Mundialitos Queso Picante
1976,Gol Nachos Supreme
1976,CrunchMax BBQ
1976,Mundialitos Queso Picante
1977,Fan Chips Jalapeño
1977,Gol Nachos Supreme
1978,FutbolMix
1979,CrunchMax BBQ
1980,Gol Nachos Supreme
1981,CrunchMax BBQ
1982,ChocoKick Bites
1983,FutbolMix
1983,CrunchMax BBQ
1984,Hot Stadium Peanuts
1984,FutbolMix
1984,ChocoKick Bites
1985,Caramel Goal Popcorn
1986,Fan Chips Jalapeño
1986,Caramel Goal Popcorn
1987,CrunchMax BBQ
1987,ChocoKick Bites
1988,Fan Chips Jalapeño
1989,Caramel Goal Popcorn
1990,Energy Crunch Protein
1991,ChocoKick Bites
1991,Victory Pretzels
1992,Gol Nachos Supreme
1992,CrunchMax BBQ
1993,Hot Stadium Peanuts
1993,Energy Crunch Protein
1993,ChocoKick Bites
1994,Gol Nachos Supreme
1994,Mundialitos Queso Picante
1994,CrunchMax BBQ
1995,Gol Nachos Supreme
1995,Caramel Goal Popcorn
1995,Hot Stadium Peanuts
1996,Fan Chips Jalapeño
1997,CrunchMax BBQ
1997,FutbolMix
1998,Fan Chips Jalapeño
1999,ChocoKick Bites
1999,CrunchMax BBQ
2000,Victory Pretzels
2001,Fan Chips Jalapeño
2002,Hot Stadium Peanuts
2002,ChocoKick Bites
2002,Caramel Goal Popcorn
2003,Victory Pretzels
2003,Fan Chips Jalapeño
2003,Mundialitos Queso Picante
2004,FutbolMix
2004,Fan Chips Jalapeño
2005,CrunchMax BBQ
2005,Hot Stadium Peanuts
2006,CrunchMax BBQ
2006,ChocoKick Bites
2006,Mundialitos Queso Picante
2007,Fan Chips Jalapeño
2007,CrunchMax BBQ
2007,ChocoKick Bites
2008,ChocoKick Bites
2008,Hot Stadium Peanuts
2009,CrunchMax BBQ
2010,CrunchMax BBQ
2011,Gol Nachos Supreme
2011,Hot Stadium Peanuts
2011,FutbolMix
2012,ChocoKick Bites
2013,ChocoKick Bites
2014,Fan Chips Jalapeño
2015,FutbolMix
2016,Hot Stadium Peanuts
2016,Fan Chips Jalapeño
2017,Fan Chips Jalapeño
2017,Mundialitos Queso Picante
2018,Mundialitos Queso Picante
2019,Hot Stadium Peanuts
2019,Caramel Goal Popcorn
2019,Energy Crunch Protein
2020,Gol Nachos Supreme
2020,Hot Stadium Peanuts
